t,X(t)
0.901,1.4119373925332088
0.902,1.409130894351219
0.903,1.4100916372907148
0.904,1.4221981757919813
0.905,1.4246281672425358
0.906,1.4257588811101232
0.907,1.4142095421221357
0.908,1.421591322727084
0.909,1.4281056233900853
0.91,1.448358480615389
0.911,1.4462633424860811
0.912,1.4489910361816298
0.913,1.452000939630962
0.914,1.4672131041292618
0.915,1.4670624186051167
0.916,1.4703848559031891
0.917,1.476773200381021
0.918,1.4792545038382292
0.919,1.4758174647378743
0.92,1.4783669879584846
0.921,1.4891446431288078
0.922,1.4802213119739498
0.923,1.4822062503564684
0.924,1.476384214128145
0.925,1.4882811226269743
0.926,1.4746879369934616
0.927,1.4702123591728602
0.928,1.4744549471130273
0.929,1.4897911117944314
0.93,1.4899164908810538
0.931,1.4854297710801998
0.932,1.5038453598580106
0.933,1.490825000536397
0.934,1.4708383000236476
0.935,1.475666908799948
0.936,1.4717191018083353
0.937,1.462949358082867
0.9380000000000001,1.4702349037274243
0.9390000000000001,1.473237022103685
0.9400000000000001,1.468717799025326
0.9410000000000001,1.4575594270480803
0.9420000000000001,1.466330880683313
0.9430000000000001,1.4730939408283892
0.9440000000000001,1.4729064995870784
0.9450000000000001,1.4908452603262892
0.9460000000000001,1.4815009250448097
0.9470000000000001,1.4679477570423494
0.9480000000000001,1.4622579755874594
0.9490000000000001,1.462567519103296
0.9500000000000001,1.4655497144711402
0.9510000000000001,1.4640464843110768
0.9520000000000001,1.4680383444236105
0.9530000000000001,1.4571522083677606
0.9540000000000001,1.4711862877026542
0.9550000000000001,1.4711574970690018
0.9560000000000001,1.4822888621192194
0.9570000000000001,1.4862429942654347
0.9580000000000001,1.4912795165643133
0.9590000000000001,1.4973990188706021
0.96,1.502387689885096
0.961,1.5092459930114073
0.962,1.5226877886459824
0.963,1.525341694911308
0.964,1.5329442015323307
0.965,1.5328406689908052
0.966,1.5475683569505934
0.967,1.5417218285819652
0.968,1.5600531283683228
0.969,1.5604369307974748
0.97,1.5470967300654546
0.971,1.5491237415524122
0.972,1.5432256870042886
0.973,1.5522021626576226
0.974,1.5465714616745085
0.975,1.542980459138229
0.976,1.5253125538566557
0.977,1.5217118456154752
0.978,1.49914492150092
0.979,1.484876838150554
0.98,1.49276047181963
0.981,1.5009256276447844
0.982,1.5057148259940836
0.983,1.4972591921134053
0.984,1.4975560190897768
0.985,1.4982706760974436
0.986,1.4880432683703175
0.987,1.502936090097565
0.988,1.5120272398043857
0.989,1.5106701951431658
0.99,1.511682406075216
0.991,1.5144305367503053
0.992,1.4956318118706229
0.993,1.4940415259638729
0.994,1.488344376441645
0.995,1.4796601829437286
0.996,1.4777694223313151
0.997,1.49530990681202
0.998,1.5021181217929809
0.999,1.4974428495601575
1.0,1.5036143079097994
